Station_ID,Pollutant,Date,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
31103,Ozone,2012-06-29,40,60,55,48,43,35,26,22,27,39,45,46,48,50,48,46,44,44,42,42,38,31,20,22
31103,Ozone,2012-06-30,24,16,19,17,21,25,25,33,41,50,58,64,66,55,57,57,56,51,43,37,30,27,27,27
31103,Ozone,2012-07-01,27,26,25,24,26,28,28,31,31,33,36,36,41,45,40,37,35,34,33,31,30,28,26,20
31103,Ozone,2012-07-02,20,19,20,16,16,16,18,19,21,30,36,37,41,44,43,41,41,38,38,34,28,27,22,17
31103,Ozone,2012-07-03,16,8,6,2,2,3,6,12,15,30,30,40,45,44,50,48,49,56,52,45,42,44,45,49
31103,Ozone,2012-07-04,47,41,37,32,25,20,16,17,22,30,37,51,68,73,75,62,57,60,53,43,37,31,32,43
31103,Ozone,2012-07-05,42,36,32,27,24,19,18,18,20,20,23,21,18,18,12,8,23,50,35,22,11,2,2,2
31103,Ozone,2012-07-06,5,1,8,13,12,8,7,9,12,32,52,84,84,68,59,58,57,70,69,59,32,28,21,19
31103,Ozone,2012-07-07,10,4,4,18,26,25,26,26,27,31,36,36,41,43,38,38,39,39,37,34,32,32,29,22
31103,Ozone,2012-07-08,22,17,19,21,22,20,19,19,24,27,26,27,27,37,36,36,37,37,30,25,23,23,26,26
31103,Ozone,2012-07-09,24,21,21,20,20,18,15,15,25,31,33,30,37,35,36,48,37,43,51,34,34,28,23,27
31103,Ozone,2012-07-10,24,12,12,21,18,17,13,17,24,30,30,27,37,45,43,44,44,47,52,45,27,26,24,22
31103,Ozone,2012-07-11,22,25,27,27,24,20,10,12,23,27,29,32,37,40,43,47,48,55,54,51,49,48,38,26
31103,Ozone,2012-07-12,15,14,14,6,4,4,5,12,35,43,50,53,53,58,59,63,64,68,60,53,54,58,56,50
31103,Ozone,2012-07-13,42,31,33,37,37,30,22,23,30,33,47,61,64,75,81,82,80,73,61,62,62,64,68,54
31103,Ozone,2012-07-14,45,49,51,52,53,50,51,49,48,53,60,64,64,65,63,57,55,51,61,65,66,70,62,60
31103,Ozone,2012-07-15,54,50,45,39,37,38,36,35,30,33,36,44,47,55,54,56,47,45,44,35,32,28,16,11
31103,Ozone,2012-07-16,22,24,33,41,39,37,35,32,37,44,50,54,69,81,73,71,69,60,45,45,40,33,40,47
31103,Ozone,2012-07-17,48,47,49,44,43,40,38,38,43,53,60,61,62,59,61,61,61,60,59,50,39,29,32,30
31103,Ozone,2012-07-18,27,25,24,22,22,21,16,20,23,29,31,37,41,40,41,39,30,36,37,28,30,31,27,25
31103,Ozone,2012-07-19,27,23,25,25,23,20,20,22,25,26,29,30,32,32,32,31,30,30,30,32,33,31,28,26
31103,Ozone,2012-07-20,20,15,19,21,22,17,14,15,20,22,28,29,35,36,37,36,36,34,35,37,39,38,33,27
31103,Ozone,2012-07-21,22,11,12,8,11,9,12,24,33,35,42,46,51,50,52,53,48,46,47,50,47,44,38,38
31103,Ozone,2012-07-22,43,43,43,42,36,35,33,35,36,39,46,57,67,63,69,68,58,59,56,52,52,49,51,49
31103,Ozone,2012-07-23,46,44,38,38,37,31,21,18,28,46,70,77,78,74,75,69,68,71,71,72,64,55,46,41
31103,Ozone,2012-07-24,38,34,34,32,28,23,22,25,30,32,34,32,31,32,34,32,31,30,29,27,25,22,20,19
31103,Ozone,2012-07-25,19,18,20,19,15,12,12,16,17,25,29,33,37,38,42,43,36,35,33,29,33,36,45,46
31103,Ozone,2012-07-26,48,45,39,37,37,37,32,35,37,32,36,38,35,51,55,49,40,38,40,38,36,27,21,22
31103,Ozone,2012-07-27,21,21,23,22,21,19,14,11,21,30,30,31,35,35,32,31,30,30,28,27,22,24,25,18
31103,Ozone,2012-07-28,5,1,8,10,11,16,17,19,23,24,29,33,32,29,30,28,32,33,32,28,23,23,21,20
31103,Ozone,2012-07-29,21,21,25,23,21,19,16,21,23,26,34,47,46,50,41,41,42,41,36,38,42,39,40,30
31103,Ozone,2012-07-30,20,12,7,3,14,10,5,8,13,25,30,39,54,58,65,63,55,52,56,58,54,51,52,50
31103,Ozone,2012-07-31,50,48,49,50,41,40,40,35,38,42,52,62,54,45,49,39,55,50,55,57,46,40,36,41
31103,Ozone,2012-08-01,31,23,25,23,20,15,11,18,24,29,35,38,38,38,38,39,46,57,55,39,27,23,22,20
31103,Ozone,2012-08-02,14,9,8,2,2,2,4,5,11,21,28,42,50,58,57,56,55,56,56,55,58,55,45,47
31103,Ozone,2012-08-03,48,42,36,34,33,26,25,19,22,25,34,38,41,49,53,63,62,55,50,48,45,44,43,42
31103,Ozone,2012-08-04,42,45,44,39,37,38,35,39,48,53,61,64,69,71,76,79,78,74,66,60,59,58,56,50
31103,Ozone,2012-08-05,38,37,39,40,52,49,43,47,48,52,54,53,48,41,44,47,39,41,39,32,25,25,26,24
31103,Ozone,2012-08-06,23,20,21,20,20,19,19,20,21,23,26,29,32,38,42,37,42,44,42,34,32,28,25,22
31103,Ozone,2012-08-07,23,18,21,21,18,11,12,11,17,27,40,52,63,65,63,65,65,64,57,56,48,46,50,44
31103,Ozone,2012-08-08,46,49,53,47,33,31,32,15,40,55,60,63,67,66,68,71,69,65,51,50,38,25,26,25
31103,Ozone,2012-08-09,24,20,21,24,24,18,10,10,9,9,8,9,10,14,20,19,13,16,20,15,8,5,10,15
31103,Ozone,2012-08-10,17,15,17,17,16,15,14,15,13,19,22,42,47,44,46,45,44,49,51,45,41,31,30,32
31103,Ozone,2012-08-11,39,26,32,30,47,37,35,24,26,23,23,17,19,21,25,26,26,28,27,29,26,26,19,16
31103,Ozone,2012-08-12,16,14,16,14,15,14,13,16,20,22,27,30,30,32,33,34,32,32,28,27,23,16,14,12
31103,Ozone,2012-08-13,8,9,13,11,11,6,5,5,8,14,20,32,42,46,47,43,42,40,35,38,31,27,30,26
31103,Ozone,2012-08-14,22,18,14,12,11,7,8,5,9,11,15,14,9,23,28,31,43,32,36,34,40,43,43,32
31103,Ozone,2012-08-15,26,18,7,2,3,2,5,15,31,17,23,36,42,47,49,56,54,54,47,43,42,38,25,22
31103,Ozone,2012-08-16,5,2,4,5,8,6,7,8,7,19,31,38,55,58,55,57,59,55,51,58,60,58,54,51
31103,Ozone,2012-08-17,48,45,42,35,24,18,10,10,17,20,24,28,31,32,32,32,32,32,32,27,26,24,20,20
31103,Ozone,2012-08-18,20,18,20,20,16,9,15,18,22,27,33,36,38,43,46,46,44,41,36,37,36,29,19,8
31103,Ozone,2012-08-19,3,3,4,2,4,6,12,10,16,19,28,31,36,38,36,41,45,47,45,35,30,27,25,25
31103,Ozone,2012-08-20,30,32,27,25,23,20,18,14,20,27,34,37,29,35,45,45,39,37,34,29,23,19,13,7
31103,Ozone,2012-08-21,2,2,9,12,6,3,4,5,8,16,21,27,40,40,44,45,48,48,45,44,40,22,11,14
31103,Ozone,2012-08-22,5,0,1,2,7,8,10,9,9,21,32,48,59,61,58,55,58,55,51,48,46,35,24,30
31103,Ozone,2012-08-23,25,29,28,30,30,26,20,17,26,27,41,54,66,70,70,71,71,74,67,64,56,50,40,34
31103,Ozone,2012-08-24,33,20,16,22,14,14,7,7,20,24,47,55,67,68,68,69,73,66,64,67,64,69,69,66
31103,Ozone,2012-08-25,65,60,58,54,44,39,33,33,44,54,51,64,68,72,76,77,76,72,72,76,75,71,64,61
31103,Ozone,2012-08-26,64,57,54,53,52,53,50,49,48,57,59,62,60,63,66,68,64,62,56,54,51,47,41,45
31103,Ozone,2012-08-27,38,29,30,29,27,26,17,11,13,8,11,16,19,15,16,26,39,40,34,38,40,27,23,12
31103,Ozone,2012-08-28,26,25,24,25,22,18,14,16,20,19,25,31,34,30,32,30,27,26,26,26,26,22,21,22
31103,Ozone,2012-08-29,19,18,18,16,13,5,3,10,18,23,31,36,37,42,42,46,45,50,45,47,39,24,16,16
31103,Ozone,2012-08-30,7,0,2,2,6,6,6,8,22,34,37,43,52,53,49,46,48,49,51,42,38,42,49,53
31103,Ozone,2012-08-31,50,46,47,47,42,41,36,34,33,40,49,57,68,69,68,68,64,60,51,41,35,35,32,28
31103,Ozone,2012-09-01,27,23,25,24,24,23,21,19,23,30,30,32,33,29,25,30,29,26,27,24,14,3,10,7
31103,Ozone,2012-09-02,9,17,17,18,19,20,20,21,24,28,31,34,34,36,38,38,36,36,35,28,24,26,28,23
31103,Ozone,2012-09-03,21,12,16,21,24,23,22,24,32,38,43,49,49,50,49,48,49,49,47,42,37,34,30,31
31103,Ozone,2012-09-04,28,22,23,24,24,18,12,7,8,7,11,11,17,22,41,40,35,29,23,13,10,32,29,21
31103,Ozone,2012-09-05,15,13,23,26,27,22,4,5,16,30,28,39,44,47,46,48,50,55,52,41,39,33,32,36
31103,Ozone,2012-09-06,35,28,26,29,25,20,10,21,30,35,43,44,48,54,60,61,62,63,57,43,31,28,30,27
31103,Ozone,2012-09-07,24,21,22,19,14,12,9,8,18,31,37,41,43,51,52,50,50,51,47,49,48,46,52,53
31103,Ozone,2012-09-08,49,45,49,48,46,48,45,42,40,37,33,31,32,29,31,26,23,19,12,9,10,20,21,19
31103,Ozone,2012-09-09,20,19,18,18,14,12,9,9,15,21,27,24,27,32,36,36,30,27,26,23,21,19,21,20
31103,Ozone,2012-09-10,17,14,14,14,10,4,3,4,6,16,22,26,26,26,26,26,25,23,18,12,9,2,3,2
31103,Ozone,2012-09-11,2,0,1,1,1,2,5,7,10,17,21,32,45,51,51,47,51,52,51,49,46,46,47,46
31103,Ozone,2012-09-12,35,28,27,30,33,28,21,14,22,28,39,50,56,55,58,54,57,57,56,54,50,46,41,50
31103,Ozone,2012-09-13,56,52,43,37,43,41,32,21,28,32,38,51,62,66,65,62,65,66,61,59,54,44,37,37
31103,Ozone,2012-09-14,34,27,29,23,26,26,19,16,18,23,21,34,30,29,28,21,22,21,23,19,13,13,11,4
31103,Ozone,2012-09-15,7,9,8,9,10,12,8,7,11,18,24,21,21,22,23,24,24,24,16,15,12,13,11,4
31103,Ozone,2012-09-16,1,1,4,2,2,2,4,8,20,24,23,24,25,29,36,40,43,42,38,28,28,30,36,38
31103,Ozone,2012-09-17,35,32,32,36,36,29,29,18,26,35,41,48,55,55,56,55,50,48,47,50,51,41,40,41
31103,Ozone,2012-09-18,36,30,35,36,34,32,25,20,18,21,24,21,21,23,16,15,17,18,18,15,15,14,10,11
31103,Ozone,2012-09-19,9,10,10,7,14,5,3,9,10,16,22,24,25,25,29,29,27,30,30,33,36,37,31,30
31103,Ozone,2012-09-20,29,27,28,30,30,23,20,22,22,23,31,36,39,40,36,36,37,25,17,17,8,16,21,30
31103,Ozone,2012-09-21,36,21,13,13,12,15,7,5,6,10,25,25,18,20,31,29,21,23,30,35,24,23,29,31
31103,Ozone,2012-09-22,35,28,27,25,21,22,21,25,22,24,24,26,31,34,32,34,33,28,27,25,23,20,19,16
31103,Ozone,2012-09-23,17,15,15,15,12,13,13,17,21,24,24,24,25,24,25,23,22,18,18,13,10,14,11,8
31103,Ozone,2012-09-24,8,3,4,2,5,3,3,4,7,13,17,21,22,26,29,31,31,35,33,33,32,32,30,26
31103,Ozone,2012-09-25,34,29,33,32,31,32,28,24,27,30,34,38,42,42,43,44,46,45,41,38,37,34,35,33
31103,Ozone,2012-09-26,33,32,30,27,20,19,10,6,7,10,7,20,19,21,22,23,23,23,19,17,14,12,9,10
31103,Ozone,2012-09-27,6,3,3,3,9,8,5,7,12,22,23,24,23,23,24,23,22,24,21,15,9,3,4,4
31103,Ozone,2012-09-28,5,4,10,11,14,9,4,6,6,14,19,18,20,22,23,25,23,21,17,10,6,5,18,15
31103,Ozone,2012-09-29,13,14,18,15,10,11,12,11,17,21,17,18,21,27,26,24,25,22,23,20,18,19,20,17
31103,Ozone,2012-09-30,17,13,11,12,12,12,11,10,11,12,19,20,20,22,22,19,23,21,22,21,20,17,16,16
31103,Ozone,2012-10-01,16,13,17,17,15,9,3,4,11,19,27,29,26,22,17,21,23,15,12,21,20,20,15,11
31103,Ozone,2012-10-02,3,1,1,2,2,4,4,6,17,18,20,22,28,34,38,40,38,36,35,33,31,30,30,30
31103,Ozone,2012-10-03,29,27,26,22,20,17,12,11,11,11,11,10,9,8,6,6,7,8,8,9,14,11,11,17
31103,Ozone,2012-10-04,19,23,26,23,23,23,18,15,18,24,31,38,47,51,51,51,49,43,38,34,39,42,40,39
31103,Ozone,2012-10-05,40,42,41,36,33,30,22,19,27,29,26,28,28,28,28,27,26,26,24,22,24,20,18,21
31103,Ozone,2012-10-06,19,13,17,20,20,18,13,10,16,18,21,26,26,22,22,21,20,18,21,22,18,19,19,18
31103,Ozone,2012-10-07,17,18,14,14,17,16,16,16,15,12,12,17,19,19,19,15,15,17,16,7,10,4,2,2
31103,Ozone,2012-10-08,1,0,3,1,1,2,5,3,4,15,20,25,27,30,33,35,29,33,35,34,34,27,8,13
31103,Ozone,2012-10-09,27,27,25,26,20,18,14,12,16,19,22,26,29,31,33,35,36,37,35,36,31,30,30,31
31103,Ozone,2012-10-10,27,28,32,35,35,31,26,25,23,29,26,25,24,23,25,24,23,24,18,19,20,21,21,18
31103,Ozone,2012-10-11,17,18,19,23,18,12,6,7,12,12,15,18,21,21,28,33,34,34,32,27,25,26,26,22
31103,Ozone,2012-10-12,26,23,22,20,19,15,14,12,19,22,25,28,29,31,31,29,28,22,17,13,12,14,14,12
31103,Ozone,2012-10-13,6,8,6,4,5,2,7,17,23,25,24,24,24,25,23,21,21,23,21,21,21,19,17,16
31103,Ozone,2012-10-14,12,4,22,25,25,26,22,23,26,29,29,36,42,43,44,44,44,41,40,39,38,37,38,38
31103,Ozone,2012-10-15,39,37,35,18,10,13,14,16,16,18,18,17,17,18,17,19,17,18,17,18,17,18,16,15
31103,Ozone,2012-10-16,13,13,10,10,6,4,4,5,14,20,24,24,26,26,25,21,23,23,20,16,11,13,15,20
31103,Ozone,2012-10-17,23,8,6,12,6,6,4,3,4,6,5,11,14,19,12,15,17,17,18,23,24,24,18,17
31103,Ozone,2012-10-18,18,18,18,19,21,19,20,21,23,25,29,32,33,32,34,30,26,24,26,24,24,30,30,32
31103,Ozone,2012-10-19,33,31,33,32,31,27,17,20,28,27,31,30,32,33,37,37,33,28,24,32,33,28,7,6
31103,Ozone,2012-10-20,14,15,25,29,25,23,16,12,14,14,16,14,13,15,16,17,16,10,5,10,22,24,24,22
31103,Ozone,2012-10-21,23,21,29,24,21,18,17,17,23,26,31,35,36,37,37,36,34,31,28,22,13,9,7,12
31103,Ozone,2012-10-22,10,2,2,2,2,1,2,2,3,6,10,12,18,25,28,30,31,31,29,18,4,9,17,14
31103,Ozone,2012-10-23,24,17,17,18,20,22,20,18,18,19,21,21,21,21,20,20,17,16,16,19,20,21,21,25
31103,Ozone,2012-10-24,25,22,23,23,22,19,15,15,17,18,18,17,16,18,18,17,15,15,17,20,21,22,21,17
31103,Ozone,2012-10-25,15,14,16,17,14,11,7,7,7,8,9,10,10,9,10,13,20,25,33,41,41,42,35,29
31103,Ozone,2012-10-26,38,41,42,41,40,37,31,24,26,17,15,12,11,11,11,11,14,14,15,13,16,19,16,18
31103,Ozone,2012-10-27,19,19,19,19,17,14,13,11,9,10,11,13,11,10,10,12,16,18,20,22,19,21,21,20
31103,Ozone,2012-10-28,19,18,20,21,23,23,26,24,26,26,25,24,20,19,19,19,19,19,19,17,16,16,15,15
31103,Ozone,2012-10-29,15,12,10,10,9,7,6,5,7,8,9,10,10,9,10,11,10,10,12,13,13,14,17,18
31103,Ozone,2012-10-30,18,17,18,18,17,16,14,13,11,13,14,14,19,20,17,14,16,16,18,17,12,12,15,15
31103,Ozone,2012-10-31,15,13,13,11,8,4,3,3,2,5,6,10,9,5,4,4,2,1,2,2,2,5,4,4
31103,Ozone,2012-11-01,5,5,9,11,13,13,11,7,7,15,14,15,17,17,20,18,19,19,18,18,17,20,20,21
31103,Ozone,2012-11-02,23,21,21,20,19,18,16,15,18,18,20,22,24,25,26,28,26,25,21,24,22,22,23,21
31103,Ozone,2012-11-03,20,20,23,22,23,23,23,21,22,28,30,30,32,32,31,29,30,29,28,27,29,31,32,32
31103,Ozone,2012-11-04,31,28,30,31,30,30,29,28,31,31,33,33,33,32,31,30,31,29,29,30,29,28,28,25
31103,Ozone,2012-11-05,26,27,27,27,28,25,22,20,20,19,22,24,21,27,30,27,24,24,23,22,16,7,3,2
31103,Ozone,2012-11-06,3,1,1,3,11,16,9,2,4,7,13,20,23,25,27,27,24,17,14,14,14,15,15,14
31103,Ozone,2012-11-07,16,22,24,26,23,22,19,15,14,14,20,25,26,28,29,27,25,19,8,6,4,4,9,12
31103,Ozone,2012-11-08,14,13,13,9,12,5,4,3,5,11,18,23,23,22,21,26,20,14,7,13,10,2,3,3
31103,Ozone,2012-11-09,2,9,10,3,2,2,3,2,3,4,5,8,12,20,13,18,16,11,6,6,3,3,1,1
31103,Ozone,2012-11-10,1,0,1,1,1,1,1,2,3,7,10,11,16,18,20,19,19,19,18,19,19,18,18,17
31103,Ozone,2012-11-11,16,15,15,13,9,11,8,9,14,24,27,34,42,44,45,46,43,42,33,27,30,31,28,32
31103,Ozone,2012-11-12,38,40,42,42,41,38,36,31,28,32,34,38,38,37,35,29,30,25,27,24,26,13,18,26
31103,Ozone,2012-11-13,28,26,26,22,22,19,22,20,17,19,20,21,23,23,24,23,21,21,15,15,21,17,14,15
31103,Ozone,2012-11-14,10,7,4,3,3,3,4,2,8,15,16,23,24,24,23,21,16,15,15,13,19,18,23,23
31103,Ozone,2012-11-15,22,22,20,18,13,1,2,2,3,6,12,11,18,20,22,24,19,16,19,10,9,2,4,4
31103,Ozone,2012-11-16,3,2,2,1,1,1,2,2,2,4,6,9,16,14,15,16,15,13,5,2,6,2,4,2
31103,Ozone,2012-11-17,2,5,2,2,4,4,2,3,3,9,18,18,17,15,16,18,15,10,10,8,4,5,4,3
31103,Ozone,2012-11-18,2,2,2,2,3,5,6,7,12,18,23,31,33,33,34,34,31,30,30,30,29,27,25,12
31103,Ozone,2012-11-19,9,8,11,11,11,7,5,3,3,6,9,8,6,7,5,4,2,2,6,5,8,12,17,19
31103,Ozone,2012-11-20,23,8,5,2,2,2,3,2,4,5,18,22,23,25,27,23,22,24,21,14,12,10,8,4
31103,Ozone,2012-11-21,1,0,1,1,1,1,1,1,4,7,11,13,11,8,7,3,2,1,2,1,3,4,2,3
31103,Ozone,2012-11-22,2,0,2,13,4,6,7,5,6,12,14,15,20,24,30,31,32,34,38,39,36,36,33,30
31103,Ozone,2012-11-23,29,30,31,34,35,34,32,26,24,26,21,22,23,25,25,20,20,18,18,19,18,22,22,26
31103,Ozone,2012-11-24,26,26,25,26,28,26,25,26,25,26,28,30,30,31,32,31,29,29,31,34,33,33,28,29
31103,Ozone,2012-11-25,27,31,31,32,30,31,29,24,25,24,27,28,27,26,27,27,28,23,19,14,12,9,9,8
31103,Ozone,2012-11-26,12,21,21,19,18,18,20,12,9,13,19,22,22,21,22,21,19,18,15,20,20,18,12,8
31103,Ozone,2012-11-27,6,7,15,10,7,9,12,6,6,13,21,21,23,22,22,20,19,19,22,21,19,23,24,14
31103,Ozone,2012-11-28,17,18,17,14,12,9,10,11,14,13,11,11,16,22,22,22,21,16,19,20,20,14,17,16
31103,Ozone,2012-11-29,10,10,13,15,18,18,17,7,8,9,11,15,18,19,20,17,15,12,7,6,15,18,21,23
31103,Ozone,2012-11-30,22,23,24,22,25,29,29,27,26,27,27,9999,9999,27,27,26,20,18,19,21,19,20,26,25
31103,Ozone,2012-12-01,26,25,21,20,21,18,16,13,17,17,17,17,17,18,18,17,16,16,15,15,14,13,10,5
31103,Ozone,2012-12-02,4,5,5,22,20,29,33,32,30,31,30,28,24,24,21,19,12,8,6,14,16,16,16,12
31103,Ozone,2012-12-03,15,16,11,5,2,5,2,2,2,2,4,7,12,13,15,13,10,11,14,16,18,17,14,10
31103,Ozone,2012-12-04,8,5,6,9,17,22,22,20,21,21,25,24,16,18,11,6,7,17,18,18,17,16,17,18
31103,Ozone,2012-12-05,20,18,22,23,24,25,26,24,22,25,27,25,25,26,25,26,27,27,24,20,19,16,17,14
31103,Ozone,2012-12-06,7,1,2,4,4,3,2,2,3,5,21,22,26,25,27,27,23,19,17,17,16,16,14,16
31103,Ozone,2012-12-07,17,12,8,6,3,3,3,2,3,3,3,3,3,4,3,2,2,2,2,2,2,2,2,1
31103,Ozone,2012-12-08,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,6,8,21,21,19,25,26,26,25
31103,Ozone,2012-12-09,25,25,24,24,23,23,23,24,22,22,21,20,16,16,17,19,21,23,21,21,20,18,19,18
31103,Ozone,2012-12-10,17,14,14,11,11,8,3,1,1,3,7,8,8,11,10,11,10,13,12,16,24,28,29,29
31103,Ozone,2012-12-11,27,23,24,26,25,23,19,15,14,15,18,18,16,12,9,10,10,9,10,6,6,15,15,21
31103,Ozone,2012-12-12,15,11,12,12,11,9,4,6,7,8,12,13,16,17,17,22,21,9,5,2,3,2,3,3
31103,Ozone,2012-12-13,4,6,3,2,2,6,6,4,8,8,13,13,17,20,20,20,16,16,15,13,11,11,7,11
31103,Ozone,2012-12-14,10,13,8,7,5,3,2,2,2,5,8,12,17,21,20,21,20,19,17,15,10,14,15,14
31103,Ozone,2012-12-15,16,12,5,5,10,11,7,7,19,20,21,21,20,21,21,21,21,22,23,23,23,22,21,20
31103,Ozone,2012-12-16,20,19,18,18,17,15,12,13,12,11,14,13,11,10,8,10,12,11,9,8,10,11,10,5
31103,Ozone,2012-12-17,8,6,7,7,11,9,4,3,5,7,7,5,6,7,4,4,3,3,3,2,1,2,1,1
31103,Ozone,2012-12-18,1,1,3,6,5,6,5,5,4,7,11,15,20,22,21,22,22,19,13,13,12,16,11,9
31103,Ozone,2012-12-19,7,3,4,3,6,3,2,1,2,5,16,19,18,22,17,16,14,15,9,11,11,8,7,6
31103,Ozone,2012-12-20,5,2,3,10,17,21,23,20,23,26,27,27,26,28,26,26,26,25,25,24,23,21,20,19
31103,Ozone,2012-12-21,19,19,20,18,11,14,10,10,5,8,10,7,7,11,12,11,9,8,12,14,16,18,21,24
31103,Ozone,2012-12-22,26,28,31,31,32,33,34,34,34,36,38,36,33,33,34,34,34,30,31,31,32,30,32,30
31103,Ozone,2012-12-23,28,29,30,25,22,20,20,18,19,18,16,16,18,25,29,33,36,35,33,33,32,30,30,29
31103,Ozone,2012-12-24,30,29,28,26,27,25,18,11,8,17,24,29,31,26,27,28,29,31,33,33,33,31,32,22
31103,Ozone,2012-12-25,25,25,24,24,25,28,28,28,24,22,24,23,27,29,31,25,27,25,25,24,27,25,25,28
31103,Ozone,2012-12-26,27,25,25,22,23,26,29,30,27,27,28,29,29,29,29,27,26,29,29,24,26,26,29,30
31103,Ozone,2012-12-27,29,30,29,29,27,25,22,19,22,24,24,23,24,24,25,27,24,24,23,24,23,20,19,17
31103,Ozone,2012-12-28,12,18,21,22,24,23,22,20,20,23,20,14,12,12,16,16,12,8,3,2,2,3,2,2
31103,Ozone,2012-12-29,3,7,6,13,18,16,17,14,17,18,19,22,23,27,27,27,30,25,26,28,19,17,21,26
31103,Ozone,2012-12-30,25,26,26,26,22,17,24,22,21,24,25,30,36,36,35,34,29,29,30,28,28,27,28,30
31103,Ozone,2012-12-31,29,26,24,23,22,20,16,13,10,11,20,25,24,27,25,22,16,15,16,15,17,22,26,29
